Code type,country,recipient_name,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,Reporting Organisation Narrative
Reproductive health care,Canada,Bolivia (Plurinational State of),0.18099223671000003,0.1988683107710816,0.401471734641285,0.2771756313732975,0.7774074656350205,0.886983972380064,Canada
Reproductive health care,Canada,Burkina Faso,0.11992441964625,0.7125552484560002,1.9789692092871247,1.9585254733954323,1.994607673637269,2.058948576441811,Canada
Reproductive health care,Canada,Cambodia,,,0.19870864142866276,0.1917939244101615,0.2864885623726045,0.27870620365134063,Canada
Reproductive health care,Canada,Cameroon,,0.05418675501366528,0.047386113969623,0.058988673916304996,0.0596002541517152,0.07092230402874729,Canada
Reproductive health care,Canada,Chad,,,,,,0.3977,Canada
Reproductive health care,Canada,Colombia,0.40825058910400003,0.11529997385986485,0.36935958406843866,0.6000012356139046,0.5761320322917308,0.2706249204292906,Canada
Reproductive health care,Canada,Congo (the Democratic Republic of the),1.0517842046499999,1.2437261055414013,1.5679070103425727,1.4847116979930692,2.250593114445635,1.47765979784124,Canada
Reproductive health care,Canada,Côte d'Ivoire,0.5969304,0.24991297562246403,0.37286012433285,0.7791976806044,0.626844604892744,0.7560547436,Canada
Reproductive health care,Canada,"Developing countries, unspecified",8.789657175169203e-05,0.000113726991679488,9.471608825085e-05,,,,Canada
Reproductive health care,Canada,Ecuador,0.012934939103999999,0.055213100218880005,0.18454320282199999,0.261136361675,0.4198183501291325,0.112788626756,Canada
Reproductive health care,Canada,Egypt,1.13055,0.3728,0.39875,0.7825,1.18545,,Canada
Reproductive health care,Canada,El Salvador,0.17269151250000003,0.37782045182016,0.29672547306325003,0.1525617224155,0.14622613180889,0.21821415561521998,Canada
Reproductive health care,Canada,Ethiopia,1.57281517923976,1.2004711852760375,2.166442159380049,5.2173680450161894,3.7770738977405927,5.03170464912737,Canada
Reproductive health care,Canada,"Europe, regional",0.587886,0.581568,0.62205,,0.29280615000000004,0.20860510376000002,Canada
Reproductive health care,Canada,Ghana,0.6753152,0.3728,1.42689142925758,2.361121990901665,3.3279539754061855,3.606578373302428,Canada
Reproductive health care,Canada,Guatemala,0.20416285023094813,0.38662380577433986,0.212833920068,0.0201960696546,0.022700306727728,0.055850523787168004,Canada
Reproductive health care,Canada,Guyana,0.012934939103999999,0.055213100218880005,0.192518202822,0.552226361675,1.6799517001291324,0.336296026756,Canada
Reproductive health care,Canada,Haiti,1.7954354391040002,2.2207696,2.6298158063429993,1.3808283796210798,1.8188740048416145,1.289294259593041,Canada
Reproductive health care,Canada,Honduras,0.5534408381584064,0.6052223055897331,0.5234751164346659,0.27776224054631,0.5286844317936384,0.5888841406768818,Canada
Reproductive health care,Canada,India,,0.0238592,0.02552,0.017215,,0.0302252,Canada
Reproductive health care,Canada,Indonesia,,,,,0.43664075,0.8132965,Canada
Reproductive health care,Canada,Jamaica,,0.04414480591938969,0.0386044671605736,0.04805682792447599,0.04855506943736064,0.023375522366172095,Canada
Reproductive health care,Canada,Jordan,,,0.05024250000000001,0.11705505309802501,0.10766166753640201,0.12238086492105604,Canada
Reproductive health care,Canada,Kenya,,,0.4711350596937749,0.7852369957018881,1.1242798882815124,0.7316133112491242,Canada
Reproductive health care,Canada,Kyrgyzstan,,0.2624512,0.28072,0.189365,,0.3324772,Canada
Reproductive health care,Canada,Lebanon,,,0.05742,0.1337772035406,0.123041905755888,0.139863845624064,Canada
Reproductive health care,Canada,Liberia,0.11992441964625,0.3605452718000001,,0.27609884318781247,,0.025353238091775,Canada
Reproductive health care,Canada,Malawi,0.18117832403408002,0.38837394934656005,0.5264658488056,0.9529794348405599,1.2657656910197599,0.7211344302890688,Canada
Reproductive health care,Canada,Mali,2.3937512,2.874231230016,2.5245446947875,2.547834544394795,4.16252837769012,2.204429671265409,Canada
Reproductive health care,Canada,"Middle East, regional",,0.009173535528959999,0.07178441996034376,0.1514109162396325,0.14574354250833194,0.010244495642579999,Canada
Reproductive health care,Canada,Mozambique,7.37443990326041,6.608445920204641,8.335889672929278,8.278369255058708,4.81485259574431,2.6939802272146567,Canada
Reproductive health care,Canada,Myanmar,0.45222,0.44736,0.8471029050000001,1.4037206464999998,0.8041365724,0.92702008764,Canada
Reproductive health care,Canada,Nepal,,,0.038599219312499995,0.055615146109875,0.06676235850438002,0.06378097102278,Canada
Reproductive health care,Canada,Nicaragua,0.17437747910400003,0.74545088,0.6084925,0.2934375,0.2173325,,Canada
Reproductive health care,Canada,Niger (the),0.5245752,,0.47652951905625,0.05943913428750001,0.4956091840507501,0.32117500943550004,Canada
Reproductive health care,Canada,Nigeria,0.7902760058200001,0.6777195290060524,1.0458119857572332,0.227974522858462,0.9114987145021678,0.841181548950341,Canada
Reproductive health care,Canada,"North & Central America, regional",,0.19786691941120002,0.08954417995153124,0.18888593252821756,0.1817527385607791,0.01252105022982,Canada
Reproductive health care,Canada,"North of Sahara, regional",,0.009173535528959999,0.065076,0.13781325647200002,0.13038271782144,,Canada
Reproductive health care,Canada,"Oceania, regional",,0.0045867677644799995,0.0923505,0.09825037823600001,0.09482760891072,0.23843260376000003,Canada
Reproductive health care,Canada,Pakistan,0.11992441964625,4.589588471800001,3.56642,2.9459888431878123,3.1612,1.415712438091775,Canada
Reproductive health care,Canada,"Palestine, State of",,,0.05742,0.1337772035406,0.123041905755888,0.139863845624064,Canada
Reproductive health care,Canada,Paraguay,0.012934939103999999,,,,,,Canada
Reproductive health care,Canada,Peru,0.6424838449262701,1.0465060676600209,0.7649163005513875,1.312286437003716,1.0901761171479767,0.9406049864959792,Canada
Reproductive health care,Canada,Philippines (the),0.10264264052960005,0.29058076778176,0.4048799810335715,0.3361781885762517,0.5040802880574319,0.3654675927020741,Canada
Reproductive health care,Canada,Rwanda,,,0.131135800785,0.19018887907732498,0.09061381884380701,0.141625782305218,Canada
Reproductive health care,Canada,Senegal,0.14083295266499998,1.9513761140158719,1.6419450511343,0.5392311548712,0.5069583097559119,0.2493579,Canada
Reproductive health care,Canada,Sierra Leone,0.27405750167625004,1.009951303816,0.7640851342753749,1.2614026072291875,1.37887300626404,0.647971433185815,Canada
Reproductive health care,Canada,Somalia,,0.11184,0.4785,0.352125,0.04714589863519201,0.28370083317633604,Canada
Reproductive health care,Canada,South Africa,,0.47039680320000005,0.27969341812500004,0.11220287062499999,,,Canada
Reproductive health care,Canada,"South America, regional",,0.011466919411200002,0.081345,0.1847674032525,0.1629783972768,0.0111356,Canada
Reproductive health care,Canada,South Sudan,2.935620088327968,4.9210958975024,11.391461707074269,4.543047903708617,5.513978878616103,1.6552361521441301,Canada
Reproductive health care,Canada,"South of Sahara, regional",2.6650832,0.13760303293440002,2.086594079488875,2.24245757297393,2.662425666192652,2.92611756915572,Canada
Reproductive health care,Canada,Sudan (the),0.011531610000000001,0.005299460559360001,0.011502394497,0.020027594838000002,0.01622428587444,0.00761991831912,Canada
Reproductive health care,Canada,Suriname,0.012934939103999999,,,,0.016580493999999998,,Canada
Reproductive health care,Canada,Tajikistan,,0.5249024,0.56144,0.37873,,0.6649544,Canada
Reproductive health care,Canada,"Tanzania, United Republic of",2.8020681749999996,4.997777555941401,3.2692286364035525,10.990164079202199,2.140231425177351,5.222429123478054,Canada
Reproductive health care,Canada,Togo,0.30750960000000005,0.24991297562246403,0.37764512433284997,0.4663150947294,0.054609238812744,0.039372300000000006,Canada
Reproductive health care,Canada,Trinidad and Tobago,,,,0.04695,0.12052075,,Canada
Reproductive health care,Canada,Uganda,,0.37822046234303996,0.7994914845050809,1.5633860519957685,2.082040540984432,1.20153885226918,Canada
Reproductive health care,Canada,Viet Nam,,,0.038599219312499995,0.055615146109875,0.06676235850438002,0.06378097102278,Canada
Reproductive health care,Canada,"West Indies, regional",,0.011466919411200002,0.0977433599030625,0.20550529446643503,0.2005270798447581,0.02504210045964,Canada
Reproductive health care,Canada,Zambia,0.19700665834800002,0.360654803236,0.5047681275725,0.75490094431725,0.892679705911,0.42009676836628,Canada
Reproductive health care,Denmark,"Africa, regional",11.2425,,,-0.02219395464,,,Denmark
Reproductive health care,Denmark,"Asia, regional",0.277315,0.282865,0.294335,,,,Denmark
Reproductive health care,Denmark,"Developing countries, unspecified",1.9156549797100002,1.885748969511,0.152176892371,0.1419,0.14220887975799998,0.741775567824,Denmark
Reproductive health care,Denmark,Myanmar,-0.000626582,,,,,,Denmark
Reproductive health care,Denmark,Niger (the),,,,,2.774,,Denmark
Reproductive health care,Denmark,"Tanzania, United Republic of",1.12425,0.0,,,-0.001623251871,0.0,Denmark
Reproductive health care,Denmark,"Western Africa, regional",17.6882,20.3357,21.9558,18.447,,,Denmark
Reproductive health care,European Commission,Burundi,,,,,0.017734802662499993,0.024635925226950003,European Commission
Reproductive health care,European Commission,Costa Rica,,,,,0.026993484675,,European Commission
Reproductive health care,European Commission,Honduras,0.89568,1.71195,1.0650915351000003,0.9447734477999999,0.645251645,,European Commission
Reproductive health care,European Commission,Philippines (the),,,,,,0.041108,European Commission
Reproductive health care,Finland,Afghanistan,2.799,1.71195,,2.7482,2.7674999999999996,2.77479,Finland
Reproductive health care,Finland,Armenia,,,,,0.01025,0.0161297515,Finland
Reproductive health care,Finland,Bangladesh,,,0.177525,0.16912,0.13325,0.0983971365,Finland
Reproductive health care,Finland,Burkina Faso,,,,0.01774703,,,Finland
Reproductive health care,Finland,Burundi,,,,0.093718905,,,Finland
Reproductive health care,Finland,"Developing countries, unspecified",2.01528,4.165745,10.758015,3.6995,10.147499999999997,3.18587,Finland
Reproductive health care,Finland,Ethiopia,0.15188955155099998,0.3716563559,,,,,Finland
Reproductive health care,Finland,Jordan,,,,0.044972178999999994,0.0212298,,Finland
Reproductive health care,Finland,Kenya,,,,0.277613651,,,Finland
Reproductive health care,Finland,Malawi,0.2005718616,,,,,,Finland
Reproductive health care,Finland,Moldova (the Republic of),,,0.0343215,0.012684,0.006108999999999999,,Finland
Reproductive health care,Finland,Mozambique,,,,,3.0749999999999997,,Finland
Reproductive health care,Finland,Niger (the),,,,0.17640167299999998,,,Finland
Reproductive health care,Finland,Sierra Leone,,,,0.244269529,,,Finland
Reproductive health care,Finland,Somalia,5.815583063999999,6.904865,5.9175,7.991219130999999,6.281969775,0.061662,Finland
Reproductive health care,Finland,Sudan (the),,,,,,0.16881205740000002,Finland
Reproductive health care,Finland,Tajikistan,0.0778155588,,,,,,Finland
Reproductive health care,Finland,"Tanzania, United Republic of",0.457866018,1.02717,,,,,Finland
Reproductive health care,Finland,Zimbabwe,,0.020958833200000002,,,,,Finland
Reproductive health care,Netherlands,Angola,,,,0.032656015,,,Netherlands
Reproductive health care,Netherlands,Bangladesh,1.2112213464,0.9258659294,0.09743400449999999,0.11164033999999999,0.007905824999999998,,Netherlands
Reproductive health care,Netherlands,Benin,7.7199039863999985,4.7652550531,9.009315639,22.790808859000002,17.9427193,6.109183204,Netherlands
Reproductive health care,Netherlands,Burkina Faso,,3.3008347623,2.048013612,0.16468059999999998,1.340955225,1.7142817052000001,Netherlands
Reproductive health care,Netherlands,Burundi,2.1101873724000004,0.588762431,6.181564887,7.945013433000001,5.845413049999999,2.9582036190000003,Netherlands
Reproductive health care,Netherlands,Congo (the Democratic Republic of the),0.0263531448,1.71195,1.6707457664999998,2.294536657,6.417452225,4.7321022012,Netherlands
Reproductive health care,Netherlands,"Developing countries, unspecified",110.69355438359999,91.01057291129996,89.3471407155,109.09107691300001,106.18723147499999,14.7221683612,Netherlands
Reproductive health care,Netherlands,Ethiopia,23.293720242,9.6639098154,17.975142386999998,4.227379541,30.986007275,0.8482800232000001,Netherlands
Reproductive health care,Netherlands,Ghana,,0.0536696325,,,,,Netherlands
Reproductive health care,Netherlands,Kenya,0.0553989276,0.0346909548,0.1338384645,,0.036531,,Netherlands
Reproductive health care,Netherlands,Mali,7.835395204799998,0.0086989886,7.847689086,10.654445844000001,9.250625,12.83340375,Netherlands
Reproductive health care,Netherlands,Mozambique,1.1196,,,,,,Netherlands
Reproductive health care,Netherlands,Niger (the),,,,4.753326886,4.782955449999999,1.2774311,Netherlands
Reproductive health care,Netherlands,Nigeria,0.150776532,0.0,0.017257797,,,,Netherlands
Reproductive health care,Netherlands,"South of Sahara, regional",8.8117804512,11.578009153999998,5.939283501,16.574941726,12.114769175000001,4.726464239,Netherlands
Reproductive health care,Netherlands,Uganda,7.0814722392,7.1859854508,8.012680820999998,7.428080184,3.6296213500000003,1.6021010563,Netherlands
Reproductive health care,Netherlands,Ukraine,,,,2.244784724,12.812499999999998,,Netherlands
Reproductive health care,Netherlands,Yemen,4.453319840399999,6.120940268999999,10.911526784999996,7.108405332,14.946712974999997,6.9268470165,Netherlands
Reproductive health care,Norway,Afghanistan,0.1598457648,0.284616,0.1369145688,0.2253409402,,,Norway
Reproductive health care,Norway,"Africa, regional",,,,,0.07606471919999999,0.025465981500000002,Norway
Reproductive health care,Norway,Bangladesh,0.029281536,0.0228139902,0.022283732400000002,,-0.0014955,,Norway
Reproductive health care,Norway,Colombia,,,,,0.3110339903,0.1174979166,Norway
Reproductive health care,Norway,Congo (the Democratic Republic of the),,,,1.76619,0.54835,,Norway
Reproductive health care,Norway,"Developing countries, unspecified",16.6343136112,15.7880894004,13.9834680468,14.5162193292,3.7643425912,1.4004118134,Norway
Reproductive health care,Norway,"Eastern Africa, regional",,0.16715710079999999,0.2235762312,,,,Norway
Reproductive health care,Norway,Egypt,2.4424,2.4957,-0.0237724884,,,,Norway
Reproductive health care,Norway,Eswatini,0.050291856,0.0387303966,0.04721416800000001,0.060477159,0.09229189119999999,0.0588038712,Norway
Reproductive health care,Norway,Ethiopia,,0.0284878314,0.0203492808,0.0155793588,0.17671725299999996,0.1020284661,Norway
Reproductive health care,Norway,Guatemala,,,,,0.20532267850000002,0.7756392510000001,Norway
Reproductive health care,Norway,Honduras,0.17357636960000003,0.2039076108,,,,,Norway
Reproductive health care,Norway,Kenya,,0.123520689,,,,,Norway
Reproductive health care,Norway,Malawi,0.3633536896,0.8908056000000001,0.6715013568,0.5309576646,0.35961849819999997,0.13930449450000001,Norway
Reproductive health care,Norway,Mali,0.1407643728,0.23364,0.20902052760000003,0.20087676000000002,,,Norway
Reproductive health care,Norway,Mozambique,,,,0.55226,1.33598,1.12209,Norway
Reproductive health care,Norway,Myanmar,0.2533759392,0.434889,0.30763286160000003,0.3376498884,,,Norway
Reproductive health care,Norway,Nepal,0.159533024,0.290988,0.34486957079999997,0.264618505,0.13398463659999998,0.057888623099999995,Norway
Reproductive health care,Norway,Pakistan,,,,0.549995213,0.7976,,Norway
Reproductive health care,Norway,"Palestine, State of",1.42,0.603216,,,,,Norway
Reproductive health care,Norway,Philippines (the),,,0.0582,0.0521,0.04985,,Norway
Reproductive health care,Norway,Somalia,,,,,0.07710319439999999,0.029130548699999998,Norway
Reproductive health care,Norway,"South & Central Asia, regional",,,,0.06919849060000001,0.2143899947,,Norway
Reproductive health care,Norway,"South Asia, regional",,0.083711619,0.0463142796,0.0017957828,,,Norway
Reproductive health care,Norway,South Sudan,0.1278,2.2518117,5.0829166716,5.1525757968,1.4955,,Norway
Reproductive health care,Norway,"South of Sahara, regional",,,,,0.997,,Norway
Reproductive health care,Norway,Sudan (the),,0.5397615,0.591603,,,,Norway
Reproductive health care,Norway,"Tanzania, United Republic of",0.3046766768,0.523566,0.3454674012,0.4118915548,,,Norway
Reproductive health care,Norway,Uganda,,,,1.9798,1.3836577364,1.3239833838,Norway
Reproductive health care,Norway,Zambia,,0.0505512,0.10720439999999999,0.0642914,,,Norway
Reproductive health care,Switzerland,Bangladesh,,,,0.0,0.01712190854,,Switzerland
Reproductive health care,Switzerland,Bosnia and Herzegovina,0.052076025,0.0,0.07496699124,0.0695376,0.046970910000000005,,Switzerland
Reproductive health care,Switzerland,Burundi,,,0.0459606,0.037086720000000004,0.00468622698,,Switzerland
Reproductive health care,Switzerland,Central African Republic (the),0.086793375,0.019586202,,,,,Switzerland
Reproductive health care,Switzerland,Chad,0.18231016344,0.004836591,0.01942371557,,,,Switzerland
Reproductive health care,Switzerland,Congo (the Democratic Republic of the),0.0,0.0,1.0274218554999999,0.0,0.81189675928,,Switzerland
Reproductive health care,Switzerland,"Developing countries, unspecified",0.0,0.0,5.14544663977,0.0,6.215018264999999,,Switzerland
Reproductive health care,Switzerland,"Eastern Africa, regional",,,,0.0,0.04426662109999999,,Switzerland
Reproductive health care,Switzerland,Ethiopia,,0.044542559999999995,0.0,0.0,0.0002886421,,Switzerland
Reproductive health care,Switzerland,Moldova (the Republic of),0.2403587802,0.0987183645,0.0052712431,,,,Switzerland
Reproductive health care,Switzerland,Mozambique,,-0.000815364,0.54840209806,0.47886120000000004,0.30658903499999995,,Switzerland
Reproductive health care,Switzerland,Myanmar,,0.0,0.4990008000000001,0.568944,0.6389801174999999,,Switzerland
Reproductive health care,Switzerland,Rwanda,,0.0,0.5347601165400001,0.5025274792800001,0.10120793219999999,,Switzerland
Reproductive health care,Switzerland,Somalia,0.0,0.815364,0.6564979275,0.0,0.9584700697399999,,Switzerland
Reproductive health care,Switzerland,"South of Sahara, regional",0.0,0.0,0.0,0.0,2.6416780616,,Switzerland
Reproductive health care,Switzerland,Syrian Arab Republic,0.49006809999999995,0.5549409344999999,0.31450182,,,,Switzerland
Reproductive health care,Switzerland,"Tanzania, United Republic of",0.5296732503599999,0.0,0.5371137369800001,0.5294145084,0.55815979695,,Switzerland
Reproductive health care,Switzerland,Zimbabwe,0.1267938,0.1319018475,0.65042182675,0.580478286,0.401393586,,Switzerland
Reproductive health care,UK,"Africa, regional",0.0674629812,,,,,,UK
Reproductive health care,UK,Bangladesh,3.1175973688600003,8.9485557526,3.718239690095,1.80413653771,1.59392621268,0.1298,UK
Reproductive health care,UK,Congo (the Democratic Republic of the),3.8868874336,4.08641371008,1.8292575045119999,0.736500439158,8.583006929979,3.60874027932,UK
Reproductive health care,UK,"Developing countries, unspecified",31.722774874740015,6.658785716750003,9.005406955538,8.911536056626002,13.290442397294,1.7689159576,UK
Reproductive health care,UK,Ethiopia,21.813995640319998,17.464586031999996,1.72178594956,3.94870909095,2.66490413031,,UK
Reproductive health care,UK,Ghana,0.6386,0.74077730832,3.285683415428,0.5992831453090001,0.623566866201,0.026254191700000006,UK
Reproductive health care,UK,Guatemala,,,0.040130242046,0.036961746283,0.012298749240333334,,UK
Reproductive health care,UK,Kenya,6.028131114400001,2.323225608,1.8936331658999999,0.9261253977,0.20515474230000003,,UK
Reproductive health care,UK,Malawi,2.04352,4.40614662466,4.84328942,3.1089974536000002,3.7816658,3.890163112,UK
Reproductive health care,UK,Mexico,,,0.040130242046,0.036961746283,0.012298749240333334,,UK
Reproductive health care,UK,"Middle East, regional",,,,4.90191,7.15179,,UK
Reproductive health care,UK,Mozambique,6.520924429759998,5.965800915399999,5.3558089312599995,18.448825019525,15.058453705507,17.218641715,UK
Reproductive health care,UK,Myanmar,0.00061867568,0.08025755180000001,0.29881318317,0.32709226237,,,UK
Reproductive health care,UK,Nepal,1.6881475295200001,1.6628451083,0.343890538715,0.6163310958899999,0.42422028076499996,0.30074562650000003,UK
Reproductive health care,UK,Nigeria,7.503889607480001,1.9302153801,0.010722618509999999,2.3535452499999994,5.6775175,3.7329182000000003,UK
Reproductive health care,UK,Pakistan,6.336502497160001,5.872732159550001,5.220593235455,2.3274908442099997,4.229381028350001,2.2434629404,UK
Reproductive health care,UK,Peru,,,0.040130242046,0.036961746283,0.012298749240333334,,UK
Reproductive health care,UK,Sierra Leone,24.10159571264,25.166853803199995,16.131293116000002,9.529655922320002,6.46810798504,,UK
Reproductive health care,UK,Somalia,7.274434177619997,11.538225498850005,7.394890318349998,0.6465936657249999,,,UK
Reproductive health care,UK,South Sudan,36.455659408580004,24.05117733875,15.754769872724998,17.43007501581504,13.926758270194998,3.8350719033000007,UK
Reproductive health care,UK,Sudan (the),0.7581880675999999,0.48338660825,0.515872711225,0.902524699521,1.4115375,1.1682,UK
Reproductive health care,UK,Syrian Arab Republic,,,,1.414794606025,0.5606975129249999,,UK
Reproductive health care,UK,"Tanzania, United Republic of",2.89560793932,12.675014395459998,13.815986494208001,8.20765654648,9.546869515140001,2.86246501816,UK
Reproductive health care,UK,Uganda,4.10423737028,1.5281444779,1.9726281985899998,2.9914219999999996,0.87929488923,,UK
Reproductive health care,UK,Zambia,1.7514449356919994,2.6605233571,2.655769824069,3.4830270125,1.217059,,UK
Reproductive health care,UK,Zimbabwe,8.538932295899999,8.422387919910001,0.590637782826,9.9282531,4.3362432,2.10276,UK
Reproductive health care,UNDP,Argentina,8.152314,5.013781,5.08232,6.366087,,2.085935,UNDP
Reproductive health care,UNDP,Malaysia,,,1.9e-05,-0.000342,,,UNDP
Reproductive health care,UNICEF,Afghanistan,7.009431536999999,5.844602696000002,3.8953858500000003,41.32356597199999,1.042630404,0.974314436,UNICEF
Reproductive health care,UNICEF,Albania,0.0,0.0,,0.07610635293000002,0.08438689979999997,0.043642648250000006,UNICEF
Reproductive health care,UNICEF,Algeria,0.011626839,0.07447614300000001,0.068579784,0.23190843752999998,0.15853181100000002,0.058261968,UNICEF
Reproductive health care,UNICEF,Angola,0.8773984420000002,0.372227675,0.22060711744000003,0.22080324088000008,0.4779577857200001,0.03682153993999998,UNICEF
Reproductive health care,UNICEF,Argentina,0.6720988859999999,0.816676554,0.18747370506,0.07980483456000001,0.15088160681999999,0.03439894863,UNICEF
Reproductive health care,UNICEF,Armenia,0.070771028,0.30632212400000003,0.42925784315999993,0.103937904,0.0017369080000000003,0.00035778000000000003,UNICEF
Reproductive health care,UNICEF,Azerbaijan,0.022452763,0.048187056,0.46059493109000016,0.17573286707999994,0.12174736000000007,0.06346388757000002,UNICEF
Reproductive health care,UNICEF,Bangladesh,4.693427189000003,5.705463523999999,5.354994161600004,1.67076479482,0.3642008976,0.15047583548000001,UNICEF
Reproductive health care,UNICEF,Barbados,,,,0.5044051350000001,0.70107148,0.3239215825,UNICEF
Reproductive health care,UNICEF,Belarus,,,0.0032204612,0.00676804,0.00323419,0.0026009066999999994,UNICEF
Reproductive health care,UNICEF,Belize,0.16179471,0.15519239999999998,0.26730360359999994,0.03196993825000001,0.15529735323999994,0.16978091790000002,UNICEF
Reproductive health care,UNICEF,Benin,0.305220206,0.175556942,0.31500281632000016,0.4030516815400001,0.36591211819,0.17108061247000003,UNICEF
Reproductive health care,UNICEF,Bhutan,0.16668015899999997,0.149618799,0.23040560169000002,0.25964683095,0.22238003007,0.08901096665,UNICEF
Reproductive health care,UNICEF,Bolivia (Plurinational State of),1.30513978,1.630598736,1.8221862568000002,1.1925255000400004,0.24506375785999995,0.006887597190000001,UNICEF
Reproductive health care,UNICEF,Bosnia and Herzegovina,,,2.3446421271,0.2966097863299999,0.21945132512000007,0.0603015614,UNICEF
Reproductive health care,UNICEF,Brazil,0.068674872,0.12750336899999998,0.6185150739599998,0.6143994685500002,0.3907562570099998,0.17509503300000004,UNICEF
Reproductive health care,UNICEF,Bulgaria,0.04273265999999999,0.035297638,0.08029265585999996,0.08628036277999998,0.024349950399999994,0.012071778399999998,UNICEF
Reproductive health care,UNICEF,Burkina Faso,0.027740524000000006,0.030307722000000002,0.19941920787999998,0.33851487012,0.8915772947399997,0.3373207687200001,UNICEF
Reproductive health care,UNICEF,Burundi,0.4451223530000001,0.11584531499999996,0.1560006788,0.21611756380000002,0.13980867598999996,0.03257352969999999,UNICEF
Reproductive health care,UNICEF,Cabo Verde,,,,,0.056183607999999996,0.00943124,UNICEF
Reproductive health care,UNICEF,Cambodia,0.259430072,0.427306988,0.43134742074,0.5610827834000002,0.40490776017999996,0.8833623710300003,UNICEF
Reproductive health care,UNICEF,Cameroon,0.4476073220000002,0.8018049390000002,1.0682005697000005,1.697148951830001,1.6025578009699986,0.71288005957,UNICEF
Reproductive health care,UNICEF,Central African Republic (the),0.06512496,0.0324318,0.0694911324,0.14657491199999997,0.017041559999999994,0.00346992,UNICEF
Reproductive health care,UNICEF,Chad,0.093803789,0.07888722899999998,0.10543298815,0.10978255508000007,0.13032261935000003,0.083050534,UNICEF
Reproductive health care,UNICEF,Chile,,,,,0.003247166650000001,0.0008398909999999998,UNICEF
Reproductive health care,UNICEF,China,1.7719563950000001,1.651115745000001,1.028821558,1.275903854,2.3112689640000004,1.268009878740001,UNICEF
Reproductive health care,UNICEF,Colombia,0.273540304,0.270894507,0.120930792,0.0015022479999999999,3.9559999999999796e-06,6.879999999999999e-07,UNICEF
Reproductive health care,UNICEF,Comoros (the),0.12634442799999995,0.130281453,0.20571521867999998,0.7139457496900004,1.1188893694900008,0.6640139639900001,UNICEF
Reproductive health care,UNICEF,Congo (the Democratic Republic of the),1.7475841610000002,3.278914245,3.70443277758,3.3136949378200007,3.166069754049998,1.34550454526,UNICEF
Reproductive health care,UNICEF,Congo (the),0.13236358799999998,0.15020829599999994,0.46946978808,0.15317848401999998,0.06735239090999998,0.03101055106999999,UNICEF
Reproductive health care,UNICEF,Croatia,0.221724118,0.16939912499999998,0.19006646309,0.25413480068,0.10546583805000001,0.0094761356,UNICEF
Reproductive health care,UNICEF,Cuba,0.10119635,0.062746079,0.014555948,0.012654990000000014,0.02230232900000001,0.010696749,UNICEF
Reproductive health care,UNICEF,Côte d'Ivoire,2.1380487620000004,1.76456372,1.4946436402400007,1.2661585118000005,2.3697762691,2.1817952555,UNICEF
Reproductive health care,UNICEF,Djibouti,0.073200464,0.081861952,0.12498062293,0.2477451101000002,0.11547806267000005,0.04992915380999997,UNICEF
Reproductive health care,UNICEF,Dominican Republic (the),0.26759166900000003,0.15705881100000002,0.22684836324000004,0.3136447120800001,0.07531603800000002,1.9788000000000004e-05,UNICEF
Reproductive health care,UNICEF,Ecuador,0.091585908,0.000737748,0.006717564,0.0013438439999999999,0.28621406858000004,0.39783837628,UNICEF
Reproductive health care,UNICEF,Egypt,0.08723039100000002,0.21182314900000002,0.24253788604000004,0.18821243582000002,0.051218605,0.000136714,UNICEF
Reproductive health care,UNICEF,El Salvador,0.19777593799999998,0.167971318,0.39191779204,0.48677635345000003,0.79053740635,0.30271327500000006,UNICEF
Reproductive health care,UNICEF,Equatorial Guinea,0.001023475,2.8955e-05,5.3950000000000004e-05,1.8024999999999998e-05,1.6814999999999997e-05,1.555e-06,UNICEF
Reproductive health care,UNICEF,Eritrea,,,,0.7720243384700001,1.1992064455300004,0.3974855090000002,UNICEF
Reproductive health care,UNICEF,Eswatini,0.28429576599999995,0.3468931179999999,0.3203535035600001,0.19115550524,0.2946258907699998,0.09793813986000002,UNICEF
Reproductive health care,UNICEF,Ethiopia,6.466351858999998,6.402705787999999,0.6091717560000001,0.010952522999999999,0.33692035100000034,-0.3338588679999998,UNICEF
Reproductive health care,UNICEF,Fiji,0.29639353999999996,0.673170492,0.9602724764400002,1.2716062958400007,0.5281155332100003,0.14852492874999992,UNICEF
Reproductive health care,UNICEF,Gabon,0.005158303999999999,0.003985532,0.011948184060000004,0.013779386519999999,0.008334532,0.00105498,UNICEF
Reproductive health care,UNICEF,Gambia (the),0.0015226900000000002,0.0015226900000000002,0.00215696,,,0.0,UNICEF
Reproductive health care,UNICEF,Georgia,0.253922319,0.731341519,0.7261276711800003,1.3219698420199997,0.39520058038000005,0.11188833882000003,UNICEF
Reproductive health care,UNICEF,Ghana,0.25889139600000005,0.585077434,1.3730697067800004,2.41575742208,0.8644068520000001,0.005818320000000002,UNICEF
Reproductive health care,UNICEF,Guatemala,0.34734133,0.215175867,0.08025896950000001,1.22146805892,1.4892594234500005,0.46116024773000003,UNICEF
Reproductive health care,UNICEF,Guinea,0.16010812,0.002567207,0.00921928354,0.00032823,0.00029061,4.887e-05,UNICEF
Reproductive health care,UNICEF,Guinea-Bissau,8.567999999999999e-05,0.000171332,,0.011647671420000002,0.012879358729999998,0.00455457037,UNICEF
