Code type,country,recipient_name,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,Reporting Organisation Narrative
Reproductive health care,Canada,Bolivia (Plurinational State of),0.18099223671000003,0.1988683107710816,0.401471734641285,0.2771756313732975,0.7774074656350204,0.893488667060429,Canada
Reproductive health care,Canada,Burkina Faso,0.11992441964625,0.7125552484560002,1.978969209287125,1.9585254733954327,1.994607673637269,2.0589485764418107,Canada
Reproductive health care,Canada,Cambodia,,,0.19870864142866276,0.1917939244101615,0.2864885623726045,0.27870620365134063,Canada
Reproductive health care,Canada,Cameroon,,0.05418675501366528,0.047386113969623,0.058988673916304996,0.0596002541517152,0.07092230402874729,Canada
Reproductive health care,Canada,Chad,,,,,,0.3977,Canada
Reproductive health care,Canada,Colombia,0.40825058910400003,0.11529997385986485,0.3693595840684387,0.6000012356139044,0.5761320322917308,0.3555736404292906,Canada
Reproductive health care,Canada,Congo (the Democratic Republic of the),1.05178420465,1.2437261055414013,1.5679070103425727,1.4847116979930692,2.250593114445635,1.47765979784124,Canada
Reproductive health care,Canada,Côte d'Ivoire,0.5969304,0.24991297562246403,0.37286012433285,0.7791976806044,0.626844604892744,0.7560547435999999,Canada
Reproductive health care,Canada,"Developing countries, unspecified",8.789657175169203e-05,0.000113726991679488,9.471608825085e-05,,,,Canada
Reproductive health care,Canada,Ecuador,0.012934939103999999,0.055213100218880005,0.18454320282199999,0.261136361675,0.4198183501291325,0.17497132143636498,Canada
Reproductive health care,Canada,Egypt,1.13055,0.3728,0.39875,0.7825,1.18545,,Canada
Reproductive health care,Canada,El Salvador,0.17269151250000003,0.37782045182016,0.29672547306325003,0.1525617224155,0.14622613180889,0.21821415561521998,Canada
Reproductive health care,Canada,Ethiopia,1.5728151792397602,1.2004711852760375,2.166442159380049,5.2173680450161894,3.7770738977405918,5.031704649127371,Canada
Reproductive health care,Canada,"Europe, regional",0.587886,0.581568,0.62205,,0.29280615000000004,0.20860510376000002,Canada
Reproductive health care,Canada,Ghana,0.6753152,0.3728,1.42689142925758,2.361121990901665,3.3279539754061855,3.606578373302428,Canada
Reproductive health care,Canada,Guatemala,0.20416285023094813,0.38662380577433986,0.212833920068,0.0201960696546,0.022700306727728,0.055850523787168004,Canada
Reproductive health care,Canada,Guyana,0.012934939103999999,0.055213100218880005,0.19251820282200005,0.552226361675,1.6799517001291324,0.342800721436365,Canada
Reproductive health care,Canada,Haiti,1.7954354391040002,2.2207696,2.6298158063429993,1.3808283796210798,1.8188740048416145,1.289294259593041,Canada
Reproductive health care,Canada,Honduras,0.5534408381584063,0.6052223055897331,0.5234751164346659,0.27776224054631,0.5286844317936384,0.5888841406768818,Canada
Reproductive health care,Canada,India,,0.0238592,0.02552,0.017215,,0.0302252,Canada
Reproductive health care,Canada,Indonesia,,,,,0.43664075,0.8132965,Canada
Reproductive health care,Canada,Jamaica,,0.04414480591938969,0.0386044671605736,0.04805682792447599,0.04855506943736064,0.023375522366172095,Canada
Reproductive health care,Canada,Jordan,,,0.05024250000000001,0.11705505309802501,0.10766166753640201,0.12238086492105604,Canada
Reproductive health care,Canada,Kenya,,,0.4711350596937748,0.785236995701888,1.1242798882815124,0.7316133112491242,Canada
Reproductive health care,Canada,Kyrgyzstan,,0.2624512,0.28072,0.189365,,0.3324772,Canada
Reproductive health care,Canada,Lebanon,,,0.05742,0.1337772035406,0.123041905755888,0.139863845624064,Canada
Reproductive health care,Canada,Liberia,0.11992441964625,0.3605452718000001,,0.27609884318781247,,0.025353238091775,Canada
Reproductive health care,Canada,Malawi,0.18117832403408002,0.38837394934656005,0.5264658488056,0.9529794348405598,1.2657656910197599,0.7211344302890688,Canada
Reproductive health care,Canada,Mali,2.3937512,2.874231230016,2.5245446947875,2.547834544394796,4.162528377690121,2.2044296712654092,Canada
Reproductive health care,Canada,"Middle East, regional",,0.009173535528959999,0.07178441996034375,0.1514109162396325,0.14574354250833194,0.010244495642579999,Canada
Reproductive health care,Canada,Mozambique,7.374439903260409,6.60680932820464,8.335889672929278,8.278369255058708,4.814852595744308,3.2161089176492172,Canada
Reproductive health care,Canada,Myanmar,0.45222,0.44736,0.8471029050000001,1.4037206464999998,0.8041365724,0.92702008764,Canada
Reproductive health care,Canada,Nepal,,,0.038599219312499995,0.055615146109875,0.06676235850438002,0.06378097102278,Canada
Reproductive health care,Canada,Nicaragua,0.17437747910400003,0.74545088,0.6084925,0.2934375,0.2173325,,Canada
Reproductive health care,Canada,Niger (the),0.5245752,,0.47652951905625,0.05943913428750001,0.4956091840507501,0.32117500943550004,Canada
Reproductive health care,Canada,Nigeria,0.7902760058200001,0.6777195290060523,1.0458119857572332,0.227974522858462,0.9114987145021677,0.8411815489503411,Canada
Reproductive health care,Canada,"North & Central America, regional",,0.19786691941120002,0.08954417995153126,0.18888593252821761,0.1817527385607791,0.01252105022982,Canada
Reproductive health care,Canada,"North of Sahara, regional",,0.009173535528959999,0.065076,0.13781325647200002,0.13038271782144,,Canada
Reproductive health care,Canada,"Oceania, regional",,0.0045867677644799995,0.0923505,0.09825037823600001,0.09482760891072,0.23843260376000003,Canada
Reproductive health care,Canada,Pakistan,0.11992441964625,4.589588471800001,3.56642,2.9459888431878127,3.1612,1.4157124380917752,Canada
Reproductive health care,Canada,"Palestine, State of",,,0.05742,0.1337772035406,0.123041905755888,0.139863845624064,Canada
Reproductive health care,Canada,Paraguay,0.012934939103999999,,,,,,Canada
Reproductive health care,Canada,Peru,0.6424838449262701,1.0465060676600209,0.7649163005513877,1.312286437003716,1.0901761171479767,1.017343501176344,Canada
Reproductive health care,Canada,Philippines (the),0.10264264052960005,0.29058076778176,0.4048799810335715,0.3361781885762517,0.5040802880574318,0.3654675927020741,Canada
Reproductive health care,Canada,Rwanda,,,0.131135800785,0.19018887907732498,0.09061381884380701,0.141625782305218,Canada
Reproductive health care,Canada,Senegal,0.14083295266499998,1.9513761140158719,1.6419450511343,0.5392311548712,0.5069583097559119,0.2493579,Canada
Reproductive health care,Canada,Sierra Leone,0.27405750167625004,1.009951303816,0.7640851342753749,1.2614026072291873,1.3788730062640402,0.647971433185815,Canada
Reproductive health care,Canada,Somalia,,0.11184,0.4785,0.352125,0.04714589863519201,0.28370083317633604,Canada
Reproductive health care,Canada,South Africa,,0.47039680320000005,0.27969341812500004,0.11220287062499999,,,Canada
Reproductive health care,Canada,"South America, regional",,0.011466919411200002,0.081345,0.1847674032525,0.1629783972768,0.015033059999999999,Canada
Reproductive health care,Canada,South Sudan,2.935620088327968,4.9210958975024,11.391461707074269,4.543047903708618,5.513978878616103,1.6552361521441301,Canada
Reproductive health care,Canada,"South of Sahara, regional",2.6650832,0.13760303293440002,2.086594079488875,2.2424575729739304,2.662425666192652,2.92611756915572,Canada
Reproductive health care,Canada,Sudan (the),0.011531610000000001,0.005299460559360001,0.011502394497,0.020027594838000002,0.01622428587444,0.00761991831912,Canada
Reproductive health care,Canada,Suriname,0.012934939103999999,,,,0.016580493999999998,,Canada
Reproductive health care,Canada,Tajikistan,,0.5249024,0.56144,0.37873,,0.6649544,Canada
Reproductive health care,Canada,"Tanzania, United Republic of",2.8020681749999996,4.997777555941401,3.2692286364035525,10.990164079202204,2.140231425177351,5.427621802158054,Canada
Reproductive health care,Canada,Togo,0.30750960000000005,0.24991297562246403,0.3776451243328501,0.4663150947294,0.054609238812744,0.039372300000000006,Canada
Reproductive health care,Canada,Trinidad and Tobago,,,,0.04695,0.12052075,,Canada
Reproductive health care,Canada,Uganda,,0.37822046234303996,0.7994914845050809,1.563386051995769,2.082040540984432,1.20153885226918,Canada
Reproductive health care,Canada,Viet Nam,,,0.038599219312499995,0.055615146109875,0.06676235850438002,0.06378097102278,Canada
Reproductive health care,Canada,"West Indies, regional",,0.011466919411200002,0.0977433599030625,0.205505294466435,0.2005270798447581,0.02504210045964,Canada
Reproductive health care,Canada,Zambia,0.19700665834800002,0.3606548032360001,0.5047681275725,0.7549009443172501,0.8926797059109999,0.42009676836628,Canada
Reproductive health care,Denmark,"Africa, regional",11.2425,,,-0.02219395464,,,Denmark
Reproductive health care,Denmark,"Asia, regional",0.277315,0.282865,0.294335,,,,Denmark
Reproductive health care,Denmark,"Developing countries, unspecified",1.9156549797100002,1.885748969511,0.152176892371,0.1419,0.142208879758,0.741775567824,Denmark
Reproductive health care,Denmark,Myanmar,-0.000626582,,,,,,Denmark
Reproductive health care,Denmark,Niger (the),,,,,2.774,,Denmark
Reproductive health care,Denmark,"Tanzania, United Republic of",1.12425,0.0,,,-0.001623251871,0.0,Denmark
Reproductive health care,Denmark,"Western Africa, regional",17.6882,20.3357,21.9558,18.447,,,Denmark
Reproductive health care,European Commission,Burundi,,,,,0.017734802662499993,0.024635925226950003,European Commission
Reproductive health care,European Commission,Costa Rica,,,,,0.026993484675,,European Commission
Reproductive health care,European Commission,Honduras,0.89568,1.71195,1.0650915351000003,0.9447734477999999,0.645251645,,European Commission
Reproductive health care,European Commission,Philippines (the),,,,,,0.041108,European Commission
Reproductive health care,Finland,Afghanistan,2.799,1.71195,,2.7482,2.7674999999999996,2.77479,Finland
Reproductive health care,Finland,Armenia,,,,,0.01025,0.0161297515,Finland
Reproductive health care,Finland,Bangladesh,,,0.177525,0.16912,0.13325,0.0983971365,Finland
Reproductive health care,Finland,Burkina Faso,,,,0.01774703,,,Finland
Reproductive health care,Finland,Burundi,,,,0.093718905,,,Finland
Reproductive health care,Finland,"Developing countries, unspecified",2.01528,4.165745,10.758015,3.6995,10.147499999999997,3.18587,Finland
Reproductive health care,Finland,Ethiopia,0.15188955155099998,0.3716563559,,,,,Finland
Reproductive health care,Finland,Jordan,,,,0.044972178999999994,0.0212298,,Finland
Reproductive health care,Finland,Kenya,,,,0.277613651,,,Finland
Reproductive health care,Finland,Malawi,0.2005718616,,,,,,Finland
Reproductive health care,Finland,Moldova (the Republic of),,,0.0343215,0.012684,0.006108999999999999,,Finland
Reproductive health care,Finland,Mozambique,,,,,3.0749999999999997,,Finland
Reproductive health care,Finland,Niger (the),,,,0.17640167299999998,,,Finland
Reproductive health care,Finland,Sierra Leone,,,,0.244269529,,,Finland
Reproductive health care,Finland,Somalia,5.815583064,6.904865,5.9175,7.991219131,6.281969775,0.061662,Finland
Reproductive health care,Finland,Sudan (the),,,,,,0.16881205740000002,Finland
Reproductive health care,Finland,Tajikistan,0.0778155588,,,,,,Finland
Reproductive health care,Finland,"Tanzania, United Republic of",0.457866018,1.02717,,,,,Finland
Reproductive health care,Finland,Zimbabwe,,0.020958833200000002,,,,,Finland
Reproductive health care,Netherlands,Angola,,,,0.032656015,,,Netherlands
Reproductive health care,Netherlands,Bangladesh,1.2112213464,0.9258659294,0.09743400449999999,0.11164033999999999,0.007905824999999998,,Netherlands
Reproductive health care,Netherlands,Benin,7.7199039863999985,4.7652550531,9.009315639,22.790808859000002,17.942719299999997,6.109183204,Netherlands
Reproductive health care,Netherlands,Burkina Faso,,3.3008347623,2.048013612,0.16468059999999998,1.340955225,1.7142817052000001,Netherlands
Reproductive health care,Netherlands,Burundi,2.1101873724000004,0.588762431,6.181564887,7.945013433000001,5.845413049999999,2.958203619,Netherlands
Reproductive health care,Netherlands,Congo (the Democratic Republic of the),0.0263531448,1.71195,1.6707457664999998,2.294536657,6.417452225,4.7321022012,Netherlands
Reproductive health care,Netherlands,"Developing countries, unspecified",110.6935543836,91.0105729113,89.3471407155,109.09107691300001,106.18723147499998,14.7221683612,Netherlands
Reproductive health care,Netherlands,Ethiopia,23.293720242,9.6639098154,17.975142386999998,4.2273795409999995,30.986007275,0.8482800232000001,Netherlands
Reproductive health care,Netherlands,Ghana,,0.0536696325,,,,,Netherlands
Reproductive health care,Netherlands,Kenya,0.0553989276,0.0346909548,0.1338384645,,0.036531,,Netherlands
Reproductive health care,Netherlands,Mali,7.835395204799998,0.0086989886,7.847689086,10.654445844000001,9.250625,12.83340375,Netherlands
Reproductive health care,Netherlands,Mozambique,1.1196,,,,,,Netherlands
Reproductive health care,Netherlands,Niger (the),,,,4.753326886,4.782955449999999,1.2774311,Netherlands
Reproductive health care,Netherlands,Nigeria,0.150776532,0.0,0.017257797,,,,Netherlands
Reproductive health care,Netherlands,"South of Sahara, regional",8.8117804512,11.578009153999998,5.939283501,16.574941726,12.114769175000001,4.726464239,Netherlands
Reproductive health care,Netherlands,Uganda,7.0814722392,7.1859854508,8.012680820999998,7.428080184,3.6296213500000003,1.6021010563,Netherlands
Reproductive health care,Netherlands,Ukraine,,,,2.244784724,12.812499999999998,,Netherlands
Reproductive health care,Netherlands,Yemen,4.4533198404,6.120940268999999,10.911526785,7.1084053319999985,14.946712974999997,6.9268470165,Netherlands
Reproductive health care,Norway,Afghanistan,0.1598457648,0.284616,0.1369145688,0.2253409402,,,Norway
Reproductive health care,Norway,"Africa, regional",,,,,0.07606471919999999,0.025465981500000002,Norway
Reproductive health care,Norway,Bangladesh,0.029281536000000004,0.0228139902,0.022283732400000002,,-0.0014955,,Norway
Reproductive health care,Norway,Colombia,,,,,0.3110339903,0.1174979166,Norway
Reproductive health care,Norway,Congo (the Democratic Republic of the),,,,1.76619,0.54835,,Norway
Reproductive health care,Norway,"Developing countries, unspecified",16.6343136112,15.7880894004,13.9834680468,14.5162193292,3.7643425912,1.4004118134,Norway
Reproductive health care,Norway,"Eastern Africa, regional",,0.16715710079999999,0.2235762312,,,,Norway
Reproductive health care,Norway,Egypt,2.4424,2.4957,-0.0237724884,,,,Norway
Reproductive health care,Norway,Eswatini,0.050291856,0.0387303966,0.04721416800000001,0.060477159,0.09229189119999999,0.0588038712,Norway
Reproductive health care,Norway,Ethiopia,,0.028487831400000004,0.0203492808,0.015579358800000002,0.17671725299999996,0.1020284661,Norway
Reproductive health care,Norway,Guatemala,,,,,0.20532267850000002,0.7756392510000001,Norway
Reproductive health care,Norway,Honduras,0.17357636960000003,0.2039076108,,,,,Norway
Reproductive health care,Norway,Kenya,,0.123520689,,,,,Norway
Reproductive health care,Norway,Malawi,0.3633536896,0.8908056,0.6715013568,0.5309576646,0.35961849819999997,0.13930449450000001,Norway
Reproductive health care,Norway,Mali,0.1407643728,0.23364,0.20902052760000003,0.20087676000000002,,,Norway
Reproductive health care,Norway,Mozambique,,,,0.55226,1.33598,1.12209,Norway
Reproductive health care,Norway,Myanmar,0.2533759392,0.434889,0.30763286160000003,0.3376498884,,,Norway
Reproductive health care,Norway,Nepal,0.159533024,0.290988,0.34486957079999997,0.264618505,0.13398463659999998,0.057888623099999995,Norway
Reproductive health care,Norway,Pakistan,,,,0.549995213,0.7976,,Norway
Reproductive health care,Norway,"Palestine, State of",1.42,0.603216,,,,,Norway
Reproductive health care,Norway,Philippines (the),,,0.0582,0.0521,0.04985,,Norway
Reproductive health care,Norway,Somalia,,,,,0.07710319439999999,0.029130548699999998,Norway
Reproductive health care,Norway,"South & Central Asia, regional",,,,0.06919849060000001,0.2143899947,,Norway
Reproductive health care,Norway,"South Asia, regional",,0.083711619,0.0463142796,0.0017957828,,,Norway
Reproductive health care,Norway,South Sudan,0.1278,2.2518117,5.0829166716,5.1525757968,1.4955,,Norway
Reproductive health care,Norway,"South of Sahara, regional",,,,,0.997,,Norway
Reproductive health care,Norway,Sudan (the),,0.5397615,0.591603,,,,Norway
Reproductive health care,Norway,"Tanzania, United Republic of",0.3046766768,0.523566,0.3454674012,0.4118915548,,,Norway
Reproductive health care,Norway,Uganda,,,,1.9798,1.3836577364,1.3239833838,Norway
Reproductive health care,Norway,Zambia,,0.0505512,0.10720439999999999,0.0642914,,,Norway
Reproductive health care,Switzerland,Bangladesh,,,,0.0,0.01712190854,,Switzerland
Reproductive health care,Switzerland,Bosnia and Herzegovina,0.052076025,0.0,0.07496699124,0.0695376,0.046970910000000005,,Switzerland
Reproductive health care,Switzerland,Burundi,,,0.0459606,0.037086720000000004,0.00468622698,,Switzerland
Reproductive health care,Switzerland,Central African Republic (the),0.086793375,0.019586202,,,,,Switzerland
Reproductive health care,Switzerland,Chad,0.18231016344,0.004836591,0.01942371557,,,,Switzerland
Reproductive health care,Switzerland,Congo (the Democratic Republic of the),0.0,0.0,1.0274218554999999,0.0,0.81189675928,,Switzerland
Reproductive health care,Switzerland,"Developing countries, unspecified",0.0,0.0,5.14544663977,0.0,6.215018264999999,,Switzerland
Reproductive health care,Switzerland,"Eastern Africa, regional",,,,0.0,0.04426662109999999,,Switzerland
Reproductive health care,Switzerland,Ethiopia,,0.044542559999999995,0.0,0.0,0.0002886421,,Switzerland
Reproductive health care,Switzerland,Moldova (the Republic of),0.2403587802,0.0987183645,0.0052712431,,,,Switzerland
Reproductive health care,Switzerland,Mozambique,,-0.000815364,0.54840209806,0.47886120000000004,0.30658903499999995,,Switzerland
Reproductive health care,Switzerland,Myanmar,,0.0,0.4990008000000001,0.568944,0.6389801174999999,,Switzerland
Reproductive health care,Switzerland,Rwanda,,0.0,0.53476011654,0.5025274792800001,0.10120793219999999,,Switzerland
Reproductive health care,Switzerland,Somalia,0.0,0.815364,0.6564979275,0.0,0.9584700697399999,,Switzerland
Reproductive health care,Switzerland,"South of Sahara, regional",0.0,0.0,0.0,0.0,2.6416780616,,Switzerland
Reproductive health care,Switzerland,Syrian Arab Republic,0.49006809999999995,0.5549409344999999,0.31450182,,,,Switzerland
Reproductive health care,Switzerland,"Tanzania, United Republic of",0.5296732503599999,0.0,0.5371137369800001,0.5294145084,0.55815979695,,Switzerland
Reproductive health care,Switzerland,Zimbabwe,0.1267938,0.1319018475,0.65042182675,0.580478286,0.401393586,,Switzerland
Reproductive health care,UK,"Africa, regional",0.0674629812,,,,,,UK
Reproductive health care,UK,Bangladesh,3.1175973688600003,8.948555752599999,3.718239690095,1.80413653771,1.59392621268,0.1298,UK
Reproductive health care,UK,Congo (the Democratic Republic of the),3.8868874336,4.08641371008,1.8292575045119999,0.736500439158,8.583006929978998,3.60874027932,UK
Reproductive health care,UK,"Developing countries, unspecified",31.722774874740015,6.65878571675,9.005406955538001,8.911536056626003,13.290442397294003,1.7689159576000004,UK
Reproductive health care,UK,Ethiopia,21.813995640319998,17.464586032000003,1.72178594956,3.94870909095,2.66490413031,,UK
Reproductive health care,UK,Ghana,0.6386,0.7407773083200001,3.285683415428,0.5992831453090001,0.623566866201,0.026254191700000006,UK
Reproductive health care,UK,Guatemala,,,0.040130242046,0.036961746283,0.012298749240333334,,UK
Reproductive health care,UK,Kenya,6.028131114400001,2.323225608,1.8936331658999999,0.9261253977,0.20515474230000003,,UK
Reproductive health care,UK,Malawi,2.04352,4.40614662466,4.84328942,3.1089974536000002,3.7816658,3.890163112,UK
Reproductive health care,UK,Mexico,,,0.040130242046,0.036961746283,0.012298749240333334,,UK
Reproductive health care,UK,"Middle East, regional",,,,4.90191,7.15179,,UK
Reproductive health care,UK,Mozambique,6.520924429759999,5.9658009154,5.3558089312599995,18.448825019525,15.058453705507,17.218641714999993,UK
Reproductive health care,UK,Myanmar,0.00061867568,0.08025755180000001,0.29881318317,0.32709226237,,,UK
Reproductive health care,UK,Nepal,1.6881475295200001,1.6628451083,0.343890538715,0.6163310958899999,0.42422028076499996,0.30074562650000003,UK
Reproductive health care,UK,Nigeria,7.5038896074800014,1.9302153801,0.010722618509999999,2.3535452499999994,5.6775175,3.7329182000000003,UK
Reproductive health care,UK,Pakistan,6.3365024971600015,5.87273215955,5.2205932354549995,2.3274908442099997,4.229381028350001,2.2434629404,UK
Reproductive health care,UK,Peru,,,0.040130242046,0.036961746283,0.012298749240333334,,UK
Reproductive health care,UK,Sierra Leone,24.10159571264,25.1668538032,16.131293116000002,9.529655922320002,6.46810798504,,UK
Reproductive health care,UK,Somalia,7.27443417762,11.538225498849998,7.394890318349999,0.6465936657249999,,,UK
Reproductive health care,UK,South Sudan,36.45565940858,24.05117733875,15.754769872724998,17.43007501581502,13.926758270195,3.8350719033000007,UK
Reproductive health care,UK,Sudan (the),0.7581880675999999,0.48338660825,0.515872711225,0.9025246995209998,1.4115375,1.1682,UK
Reproductive health care,UK,Syrian Arab Republic,,,,1.414794606025,0.5606975129249999,,UK
Reproductive health care,UK,"Tanzania, United Republic of",2.8956079393199996,12.67501439546,13.815986494208001,8.20765654648,9.546869515140001,2.86246501816,UK
Reproductive health care,UK,Uganda,4.10423737028,1.5281444779,1.9726281985899998,2.9914219999999996,0.87929488923,,UK
Reproductive health care,UK,Zambia,1.7514449356919999,2.6605233571,2.655769824069,3.4830270125,1.217059,,UK
Reproductive health care,UK,Zimbabwe,8.538932295899999,8.422387919910001,0.590637782826,9.928253099999997,4.3362432,2.10276,UK
Reproductive health care,UNDP,Argentina,8.152314,5.013781,5.08232,6.366087,,2.085935,UNDP
Reproductive health care,UNDP,Malaysia,,,1.9e-05,-0.000342,,,UNDP
Reproductive health care,UNICEF,Afghanistan,7.002113471000002,5.8383853230000025,3.8912418224999996,41.279604720000016,1.0415210879999997,1.4290555199999995,UNICEF
Reproductive health care,UNICEF,Albania,0.0,0.0,,0.0748587078,0.08300350799999999,0.043393934999999995,UNICEF
Reproductive health care,UNICEF,Algeria,0.011626839000000002,0.074476143,0.068579784,0.23190843752999998,0.1580337290000001,0.05877233600000001,UNICEF
Reproductive health care,UNICEF,Angola,0.877398442,0.3722276750000001,0.22060711744,0.22080324088000008,0.4779577857200001,0.03669109194,UNICEF
Reproductive health care,UNICEF,Argentina,0.6720988859999999,0.816676554,0.18733256906,0.07877874464000001,0.14885963457999996,0.042499135939999995,UNICEF
Reproductive health care,UNICEF,Armenia,0.070771028,0.30632212400000003,0.42925784315999993,0.103937904,0.0017369080000000003,0.00035778000000000003,UNICEF
Reproductive health care,UNICEF,Azerbaijan,0.022452763,0.04818705600000001,0.4588203405499999,0.17477777660000002,0.12108442600000004,0.07980810495000001,UNICEF
Reproductive health care,UNICEF,Bangladesh,4.693427189000004,5.705463524,5.354994161600003,1.6627824316300022,0.3584860298399997,0.1657705372699999,UNICEF
Reproductive health care,UNICEF,Barbados,,,,0.48826417068,0.6786371926399998,0.36040577451999994,UNICEF
Reproductive health care,UNICEF,Belarus,,,0.0031486699200000004,0.006677452000000002,0.003167989000000001,0.0030584311000000017,UNICEF
Reproductive health care,UNICEF,Belize,0.16179471,0.15519240000000004,0.2673036036,0.03427359349999999,0.17381905592,0.2051815641999999,UNICEF
Reproductive health care,UNICEF,Benin,0.305220206,0.17555694200000002,0.3150028163200001,0.4030516815399997,0.36591211819,0.17215000946999998,UNICEF
Reproductive health care,UNICEF,Bhutan,0.166282205,0.14810749799999998,0.22807827238000003,0.25702180790000007,0.22013376713999994,0.09303284904000007,UNICEF
Reproductive health care,UNICEF,Bolivia (Plurinational State of),1.30513978,1.630598736,1.8221862568000002,1.1925255000400001,0.24506375786,0.0073925626299999984,UNICEF
Reproductive health care,UNICEF,Bosnia and Herzegovina,,,2.3446421270999993,0.29660978633,0.21723134468000005,0.060516149599999985,UNICEF
Reproductive health care,UNICEF,Brazil,0.068674872,0.12750336899999998,0.6185150739599999,0.6143994685500002,0.39075625700999983,0.21533499499999997,UNICEF
Reproductive health care,UNICEF,Bulgaria,0.042732660000000006,0.03529763799999999,0.08029265585999999,0.08628036278,0.024977355420000003,0.013446097979999997,UNICEF
Reproductive health care,UNICEF,Burkina Faso,0.027002004,0.029416356000000005,0.1935539370599999,0.32855659194,0.8653544331299998,0.42816842706000025,UNICEF
Reproductive health care,UNICEF,Burundi,0.4451223530000001,0.11584531500000002,0.15600067879999996,0.21611756379999983,0.13980867599,0.03212444786,UNICEF
Reproductive health care,UNICEF,Cabo Verde,,,,,0.056183607999999996,0.00943124,UNICEF
Reproductive health care,UNICEF,Cambodia,0.259430072,0.427306988,0.43134742074000015,0.5610827834,0.40490776017999996,1.00942007758,UNICEF
Reproductive health care,UNICEF,Cameroon,0.4476073220000001,0.801804939,1.0682005697,1.6964279574200003,1.6012833672400004,0.7822327090199993,UNICEF
Reproductive health care,UNICEF,Central African Republic (the),0.064039544,0.031891270000000006,0.06833294686000001,0.1441319968,0.016757534,0.005995756999999999,UNICEF
Reproductive health care,UNICEF,Chad,0.093803789,0.07888722899999999,0.10543298815,0.10978255508000002,0.13032261935000009,0.11402342599999998,UNICEF
Reproductive health care,UNICEF,Chile,,,,,0.003247166650000001,0.0008827780000000003,UNICEF
Reproductive health care,UNICEF,China,1.7719563949999997,1.6511157450000005,1.020615526,1.2602953179999996,2.283161166000001,1.3322463207400013,UNICEF
Reproductive health care,UNICEF,Colombia,0.273540304,0.270894507,0.120930792,0.001502248,3.9560000000000406e-06,6.879999999999999e-07,UNICEF
Reproductive health care,UNICEF,Comoros (the),0.128888336,0.13274918100000002,0.20965992749999998,0.6770913290300006,1.02910560838,0.5989754778800003,UNICEF
Reproductive health care,UNICEF,Congo (the Democratic Republic of the),1.7475841609999996,3.2878682290000003,3.7201320210599986,3.3278919447400024,3.17962593035,1.5844249339999998,UNICEF
Reproductive health care,UNICEF,Congo (the),0.13236358799999998,0.157723473,0.49439388387,0.15932466494000008,0.06516284426999999,0.03565057246,UNICEF
Reproductive health care,UNICEF,Croatia,0.221724118,0.16939912499999998,0.19006646309,0.25413480068000005,0.10546583805000001,0.009716651599999999,UNICEF
Reproductive health care,UNICEF,Cuba,0.10119635,0.06274607900000001,0.014555948,0.012654989999999996,0.02230232900000002,0.011155901,UNICEF
Reproductive health care,UNICEF,Côte d'Ivoire,2.1380487620000004,1.7645637200000002,1.487063234000001,1.2547234575600001,2.3488608378200007,3.003398042059999,UNICEF
Reproductive health care,UNICEF,Djibouti,0.072332729,0.08087580600000001,0.12347486021999995,0.2447602344,0.11408676218000001,0.05551427552000002,UNICEF
Reproductive health care,UNICEF,Dominican Republic (the),0.267591669,0.15705881100000002,0.22684836324000004,0.3136447120800001,0.07531603800000002,1.9788000000000004e-05,UNICEF
Reproductive health care,UNICEF,Ecuador,0.091585908,0.000737748,0.006717564,0.0013438439999999999,0.29100329171,0.4449784605299999,UNICEF
Reproductive health care,UNICEF,Egypt,0.08723039100000002,0.21182314900000002,0.24253788604000007,0.18821243582000008,0.05121860500000002,0.00013671400000000002,UNICEF
Reproductive health care,UNICEF,El Salvador,0.19777593799999998,0.167971318,0.39191779204,0.48901691751,0.7955566089299998,0.31169959,UNICEF
Reproductive health care,UNICEF,Equatorial Guinea,0.001023475,2.8955e-05,5.3950000000000004e-05,1.8025000000000008e-05,1.6815e-05,1.555e-06,UNICEF
Reproductive health care,UNICEF,Eritrea,,,,0.7735420028000004,1.1998391842,0.42070862600000014,UNICEF
Reproductive health care,UNICEF,Eswatini,0.284295766,0.346893118,0.3230880725,0.20204936420000005,0.3092077616,0.11251028879999997,UNICEF
Reproductive health care,UNICEF,Ethiopia,6.466351859,6.4027057880000005,0.6091717560000001,0.010952523000000004,0.3369203510000005,-0.33384516399999997,UNICEF
Reproductive health care,UNICEF,Fiji,0.29639353999999996,0.673170492,0.96027247644,1.2716062958399996,0.5461226486300009,0.19062394401000002,UNICEF
Reproductive health care,UNICEF,Gabon,0.005158304000000001,0.003985532,0.01194818406,0.01377938652000001,0.008334532000000002,0.00105925,UNICEF
Reproductive health care,UNICEF,Gambia (the),0.0015226900000000002,0.0015226900000000002,0.00215696,,,0.0,UNICEF
Reproductive health care,UNICEF,Georgia,0.253922319,0.731341519,0.7255690810799998,1.3190741579400003,0.3943628829599999,0.11555019543999998,UNICEF
Reproductive health care,UNICEF,Ghana,0.2588913960000001,0.5850774339999998,1.3730697067800004,2.4157574220799987,0.8644068520000003,0.005818320000000001,UNICEF
Reproductive health care,UNICEF,Guatemala,0.34734133,0.215175867,0.08025896950000001,1.2214680589200009,1.4892594234499998,0.5289506617299999,UNICEF
Reproductive health care,UNICEF,Guinea,0.16010812,0.002567207,0.00921928354,0.00032823,0.00029061,4.887e-05,UNICEF
